route_key	verb	path	controller	action	environment	owner	disposition
GET|/dev/nightwatch/setup_deactivated_user|dev/nightwatch|setup_deactivated_user	GET	/dev/nightwatch/setup_deactivated_user	dev/nightwatch	setup_deactivated_user	development	development_only	review
GET|/dev/nightwatch/setup_discussion_as_guest|dev/nightwatch|setup_discussion_as_guest	GET	/dev/nightwatch/setup_discussion_as_guest	dev/nightwatch	setup_discussion_as_guest	development	development_only	review
GET|/dev/nightwatch/setup_discussion_for_jennifer|dev/nightwatch|setup_discussion_for_jennifer	GET	/dev/nightwatch/setup_discussion_for_jennifer	dev/nightwatch	setup_discussion_for_jennifer	development	development_only	review
GET|/dev/nightwatch/setup_discussion_mailer_comment_replied_to_email|dev/nightwatch|setup_discussion_mailer_comment_replied_to_email	GET	/dev/nightwatch/setup_discussion_mailer_comment_replied_to_email	dev/nightwatch	setup_discussion_mailer_comment_replied_to_email	development	development_only	review
GET|/dev/nightwatch/setup_discussion_mailer_discussion_announced_email|dev/nightwatch|setup_discussion_mailer_discussion_announced_email	GET	/dev/nightwatch/setup_discussion_mailer_discussion_announced_email	dev/nightwatch	setup_discussion_mailer_discussion_announced_email	development	development_only	review
GET|/dev/nightwatch/setup_discussion_mailer_discussion_created_email|dev/nightwatch|setup_discussion_mailer_discussion_created_email	GET	/dev/nightwatch/setup_discussion_mailer_discussion_created_email	dev/nightwatch	setup_discussion_mailer_discussion_created_email	development	development_only	review
GET|/dev/nightwatch/setup_discussion_mailer_discussion_edited_email|dev/nightwatch|setup_discussion_mailer_discussion_edited_email	GET	/dev/nightwatch/setup_discussion_mailer_discussion_edited_email	dev/nightwatch	setup_discussion_mailer_discussion_edited_email	development	development_only	review
GET|/dev/nightwatch/setup_discussion_mailer_invitation_created_email|dev/nightwatch|setup_discussion_mailer_invitation_created_email	GET	/dev/nightwatch/setup_discussion_mailer_invitation_created_email	dev/nightwatch	setup_discussion_mailer_invitation_created_email	development	development_only	review
GET|/dev/nightwatch/setup_discussion_mailer_new_comment_email|dev/nightwatch|setup_discussion_mailer_new_comment_email	GET	/dev/nightwatch/setup_discussion_mailer_new_comment_email	dev/nightwatch	setup_discussion_mailer_new_comment_email	development	development_only	review
GET|/dev/nightwatch/setup_discussion_mailer_new_comment_thread_subscribed_email|dev/nightwatch|setup_discussion_mailer_new_comment_thread_subscribed_email	GET	/dev/nightwatch/setup_discussion_mailer_new_comment_thread_subscribed_email	dev/nightwatch	setup_discussion_mailer_new_comment_thread_subscribed_email	development	development_only	review
GET|/dev/nightwatch/setup_discussion_mailer_user_mentioned_email|dev/nightwatch|setup_discussion_mailer_user_mentioned_email	GET	/dev/nightwatch/setup_discussion_mailer_user_mentioned_email	dev/nightwatch	setup_discussion_mailer_user_mentioned_email	development	development_only	review
GET|/dev/nightwatch/setup_discussion_template_browse|dev/nightwatch|setup_discussion_template_browse	GET	/dev/nightwatch/setup_discussion_template_browse	dev/nightwatch	setup_discussion_template_browse	development	development_only	review
GET|/dev/nightwatch/setup_discussion_with_guest|dev/nightwatch|setup_discussion_with_guest	GET	/dev/nightwatch/setup_discussion_with_guest	dev/nightwatch	setup_discussion_with_guest	development	development_only	review
GET|/dev/nightwatch/setup_discussion_with_tag|dev/nightwatch|setup_discussion_with_tag	GET	/dev/nightwatch/setup_discussion_with_tag	dev/nightwatch	setup_discussion_with_tag	development	development_only	review
GET|/dev/nightwatch/setup_discussion_with_versions|dev/nightwatch|setup_discussion_with_versions	GET	/dev/nightwatch/setup_discussion_with_versions	dev/nightwatch	setup_discussion_with_versions	development	development_only	review
GET|/dev/nightwatch/setup_discussion|dev/nightwatch|setup_discussion	GET	/dev/nightwatch/setup_discussion	dev/nightwatch	setup_discussion	development	development_only	review
GET|/dev/nightwatch/setup_explore_as_visitor|dev/nightwatch|setup_explore_as_visitor	GET	/dev/nightwatch/setup_explore_as_visitor	dev/nightwatch	setup_explore_as_visitor	development	development_only	review
GET|/dev/nightwatch/setup_forkable_discussion|dev/nightwatch|setup_forkable_discussion	GET	/dev/nightwatch/setup_forkable_discussion	dev/nightwatch	setup_forkable_discussion	development	development_only	review
GET|/dev/nightwatch/setup_group_as_member|dev/nightwatch|setup_group_as_member	GET	/dev/nightwatch/setup_group_as_member	dev/nightwatch	setup_group_as_member	development	development_only	review
GET|/dev/nightwatch/setup_group_super_admin|dev/nightwatch|setup_group_super_admin	GET	/dev/nightwatch/setup_group_super_admin	dev/nightwatch	setup_group_super_admin	development	development_only	review
GET|/dev/nightwatch/setup_group_with_discussion|dev/nightwatch|setup_group_with_discussion	GET	/dev/nightwatch/setup_group_with_discussion	dev/nightwatch	setup_group_with_discussion	development	development_only	review
GET|/dev/nightwatch/setup_group_with_handle|dev/nightwatch|setup_group_with_handle	GET	/dev/nightwatch/setup_group_with_handle	dev/nightwatch	setup_group_with_handle	development	development_only	review
GET|/dev/nightwatch/setup_group_with_max_members|dev/nightwatch|setup_group_with_max_members	GET	/dev/nightwatch/setup_group_with_max_members	dev/nightwatch	setup_group_with_max_members	development	development_only	review
GET|/dev/nightwatch/setup_group_with_multiple_coordinators|dev/nightwatch|setup_group_with_multiple_coordinators	GET	/dev/nightwatch/setup_group_with_multiple_coordinators	dev/nightwatch	setup_group_with_multiple_coordinators	development	development_only	review
GET|/dev/nightwatch/setup_group_with_no_coordinators|dev/nightwatch|setup_group_with_no_coordinators	GET	/dev/nightwatch/setup_group_with_no_coordinators	dev/nightwatch	setup_group_with_no_coordinators	development	development_only	review
GET|/dev/nightwatch/setup_group_with_pending_invitations|dev/nightwatch|setup_group_with_pending_invitations	GET	/dev/nightwatch/setup_group_with_pending_invitations	dev/nightwatch	setup_group_with_pending_invitations	development	development_only	review
GET|/dev/nightwatch/setup_group_with_photos|dev/nightwatch|setup_group_with_photos	GET	/dev/nightwatch/setup_group_with_photos	dev/nightwatch	setup_group_with_photos	development	development_only	review
GET|/dev/nightwatch/setup_group_with_received_email|dev/nightwatch|setup_group_with_received_email	GET	/dev/nightwatch/setup_group_with_received_email	dev/nightwatch	setup_group_with_received_email	development	development_only	review
GET|/dev/nightwatch/setup_group_with_restrictive_settings|dev/nightwatch|setup_group_with_restrictive_settings	GET	/dev/nightwatch/setup_group_with_restrictive_settings	dev/nightwatch	setup_group_with_restrictive_settings	development	development_only	review
GET|/dev/nightwatch/setup_group_with_subgroups_as_admin_landing_in_other_subgroup|dev/nightwatch|setup_group_with_subgroups_as_admin_landing_in_other_subgroup	GET	/dev/nightwatch/setup_group_with_subgroups_as_admin_landing_in_other_subgroup	dev/nightwatch	setup_group_with_subgroups_as_admin_landing_in_other_subgroup	development	development_only	review
GET|/dev/nightwatch/setup_group_with_subgroups_as_admin|dev/nightwatch|setup_group_with_subgroups_as_admin	GET	/dev/nightwatch/setup_group_with_subgroups_as_admin	dev/nightwatch	setup_group_with_subgroups_as_admin	development	development_only	review
GET|/dev/nightwatch/setup_group_with_subgroups|dev/nightwatch|setup_group_with_subgroups	GET	/dev/nightwatch/setup_group_with_subgroups	dev/nightwatch	setup_group_with_subgroups	development	development_only	review
GET|/dev/nightwatch/setup_group|dev/nightwatch|setup_group	GET	/dev/nightwatch/setup_group	dev/nightwatch	setup_group	development	development_only	review
GET|/dev/nightwatch/setup_inbox_with_tag|dev/nightwatch|setup_inbox_with_tag	GET	/dev/nightwatch/setup_inbox_with_tag	dev/nightwatch	setup_inbox_with_tag	development	development_only	review
GET|/dev/nightwatch/setup_inbox|dev/nightwatch|setup_inbox	GET	/dev/nightwatch/setup_inbox	dev/nightwatch	setup_inbox	development	development_only	review
GET|/dev/nightwatch/setup_invitation_email_to_user_with_password|dev/nightwatch|setup_invitation_email_to_user_with_password	GET	/dev/nightwatch/setup_invitation_email_to_user_with_password	dev/nightwatch	setup_invitation_email_to_user_with_password	development	development_only	review
GET|/dev/nightwatch/setup_invitation_email_to_visitor|dev/nightwatch|setup_invitation_email_to_visitor	GET	/dev/nightwatch/setup_invitation_email_to_visitor	dev/nightwatch	setup_invitation_email_to_visitor	development	development_only	review
GET|/dev/nightwatch/setup_invite_user_with_alternative_email|dev/nightwatch|setup_invite_user_with_alternative_email	GET	/dev/nightwatch/setup_invite_user_with_alternative_email	dev/nightwatch	setup_invite_user_with_alternative_email	development	development_only	review
GET|/dev/nightwatch/setup_invite_user_with_correct_email|dev/nightwatch|setup_invite_user_with_correct_email	GET	/dev/nightwatch/setup_invite_user_with_correct_email	dev/nightwatch	setup_invite_user_with_correct_email	development	development_only	review
GET|/dev/nightwatch/setup_login_token_email|dev/nightwatch|setup_login_token_email	GET	/dev/nightwatch/setup_login_token_email	dev/nightwatch	setup_login_token_email	development	development_only	review
GET|/dev/nightwatch/setup_login_token_user_without_password|dev/nightwatch|setup_login_token_user_without_password	GET	/dev/nightwatch/setup_login_token_user_without_password	dev/nightwatch	setup_login_token_user_without_password	development	development_only	review
GET|/dev/nightwatch/setup_login_token|dev/nightwatch|setup_login_token	GET	/dev/nightwatch/setup_login_token	dev/nightwatch	setup_login_token	development	development_only	review
GET|/dev/nightwatch/setup_membership_request_email|dev/nightwatch|setup_membership_request_email	GET	/dev/nightwatch/setup_membership_request_email	dev/nightwatch	setup_membership_request_email	development	development_only	review
GET|/dev/nightwatch/setup_membership_requests|dev/nightwatch|setup_membership_requests	GET	/dev/nightwatch/setup_membership_requests	dev/nightwatch	setup_membership_requests	development	development_only	review
GET|/dev/nightwatch/setup_membership_with_title|dev/nightwatch|setup_membership_with_title	GET	/dev/nightwatch/setup_membership_with_title	dev/nightwatch	setup_membership_with_title	development	development_only	review
GET|/dev/nightwatch/setup_merge_verification_email|dev/nightwatch|setup_merge_verification_email	GET	/dev/nightwatch/setup_merge_verification_email	dev/nightwatch	setup_merge_verification_email	development	development_only	review
GET|/dev/nightwatch/setup_multiple_discussions|dev/nightwatch|setup_multiple_discussions	GET	/dev/nightwatch/setup_multiple_discussions	dev/nightwatch	setup_multiple_discussions	development	development_only	review
GET|/dev/nightwatch/setup_open_and_closed_discussions|dev/nightwatch|setup_open_and_closed_discussions	GET	/dev/nightwatch/setup_open_and_closed_discussions	dev/nightwatch	setup_open_and_closed_discussions	development	development_only	review
GET|/dev/nightwatch/setup_open_group|dev/nightwatch|setup_open_group	GET	/dev/nightwatch/setup_open_group	dev/nightwatch	setup_open_group	development	development_only	review
GET|/dev/nightwatch/setup_pages_of_closed_discussions|dev/nightwatch|setup_pages_of_closed_discussions	GET	/dev/nightwatch/setup_pages_of_closed_discussions	dev/nightwatch	setup_pages_of_closed_discussions	development	development_only	review
GET|/dev/nightwatch/setup_profile_with_group_visible_to_members|dev/nightwatch|setup_profile_with_group_visible_to_members	GET	/dev/nightwatch/setup_profile_with_group_visible_to_members	dev/nightwatch	setup_profile_with_group_visible_to_members	development	development_only	review
GET|/dev/nightwatch/setup_public_group_to_join_upon_request|dev/nightwatch|setup_public_group_to_join_upon_request	GET	/dev/nightwatch/setup_public_group_to_join_upon_request	dev/nightwatch	setup_public_group_to_join_upon_request	development	development_only	review
GET|/dev/nightwatch/setup_restricted_profile|dev/nightwatch|setup_restricted_profile	GET	/dev/nightwatch/setup_restricted_profile	dev/nightwatch	setup_restricted_profile	development	development_only	review
GET|/dev/nightwatch/setup_secret_group|dev/nightwatch|setup_secret_group	GET	/dev/nightwatch/setup_secret_group	dev/nightwatch	setup_secret_group	development	development_only	review
GET|/dev/nightwatch/setup_start_poll_form_from_url|dev/nightwatch|setup_start_poll_form_from_url	GET	/dev/nightwatch/setup_start_poll_form_from_url	dev/nightwatch	setup_start_poll_form_from_url	development	development_only	review
GET|/dev/nightwatch/setup_start_thread_form_from_url|dev/nightwatch|setup_start_thread_form_from_url	GET	/dev/nightwatch/setup_start_thread_form_from_url	dev/nightwatch	setup_start_thread_form_from_url	development	development_only	review
GET|/dev/nightwatch/setup_subgroup_with_parent_member_visibility|dev/nightwatch|setup_subgroup_with_parent_member_visibility	GET	/dev/nightwatch/setup_subgroup_with_parent_member_visibility	dev/nightwatch	setup_subgroup_with_parent_member_visibility	development	development_only	review
GET|/dev/nightwatch/setup_task_reminder_email|dev/nightwatch|setup_task_reminder_email	GET	/dev/nightwatch/setup_task_reminder_email	dev/nightwatch	setup_task_reminder_email	development	development_only	review
GET|/dev/nightwatch/setup_thread_catch_up_with_standalone_poll|dev/nightwatch|setup_thread_catch_up_with_standalone_poll	GET	/dev/nightwatch/setup_thread_catch_up_with_standalone_poll	dev/nightwatch	setup_thread_catch_up_with_standalone_poll	development	development_only	review
GET|/dev/nightwatch/setup_thread_catch_up|dev/nightwatch|setup_thread_catch_up	GET	/dev/nightwatch/setup_thread_catch_up	dev/nightwatch	setup_thread_catch_up	development	development_only	review
GET|/dev/nightwatch/setup_topical_poll_to_add_to_discussion|dev/nightwatch|setup_topical_poll_to_add_to_discussion	GET	/dev/nightwatch/setup_topical_poll_to_add_to_discussion	dev/nightwatch	setup_topical_poll_to_add_to_discussion	development	development_only	review
GET|/dev/nightwatch/setup_trial_group_with_received_email|dev/nightwatch|setup_trial_group_with_received_email	GET	/dev/nightwatch/setup_trial_group_with_received_email	dev/nightwatch	setup_trial_group_with_received_email	development	development_only	review
GET|/dev/nightwatch/setup_unread_discussion|dev/nightwatch|setup_unread_discussion	GET	/dev/nightwatch/setup_unread_discussion	dev/nightwatch	setup_unread_discussion	development	development_only	review
GET|/dev/nightwatch/setup_used_login_token|dev/nightwatch|setup_used_login_token	GET	/dev/nightwatch/setup_used_login_token	dev/nightwatch	setup_used_login_token	development	development_only	review
GET|/dev/nightwatch/setup_user_no_group|dev/nightwatch|setup_user_no_group	GET	/dev/nightwatch/setup_user_no_group	dev/nightwatch	setup_user_no_group	development	development_only	review
GET|/dev/nightwatch/setup_user_reactivation_email|dev/nightwatch|setup_user_reactivation_email	GET	/dev/nightwatch/setup_user_reactivation_email	dev/nightwatch	setup_user_reactivation_email	development	development_only	review
GET|/dev/nightwatch/use_last_login_token|dev/nightwatch|use_last_login_token	GET	/dev/nightwatch/use_last_login_token	dev/nightwatch	use_last_login_token	development	development_only	review
GET|/dev/nightwatch/view_closed_group_as_non_member|dev/nightwatch|view_closed_group_as_non_member	GET	/dev/nightwatch/view_closed_group_as_non_member	dev/nightwatch	view_closed_group_as_non_member	development	development_only	review
GET|/dev/nightwatch/view_closed_group_as_visitor|dev/nightwatch|view_closed_group_as_visitor	GET	/dev/nightwatch/view_closed_group_as_visitor	dev/nightwatch	view_closed_group_as_visitor	development	development_only	review
GET|/dev/nightwatch/view_closed_group_with_shareable_link|dev/nightwatch|view_closed_group_with_shareable_link	GET	/dev/nightwatch/view_closed_group_with_shareable_link	dev/nightwatch	view_closed_group_with_shareable_link	development	development_only	review
GET|/dev/nightwatch/view_discussion_as_visitor_with_tags|dev/nightwatch|view_discussion_as_visitor_with_tags	GET	/dev/nightwatch/view_discussion_as_visitor_with_tags	dev/nightwatch	view_discussion_as_visitor_with_tags	development	development_only	review
GET|/dev/nightwatch/view_open_discussion_as_visitor|dev/nightwatch|view_open_discussion_as_visitor	GET	/dev/nightwatch/view_open_discussion_as_visitor	dev/nightwatch	view_open_discussion_as_visitor	development	development_only	review
GET|/dev/nightwatch/view_open_group_as_non_member|dev/nightwatch|view_open_group_as_non_member	GET	/dev/nightwatch/view_open_group_as_non_member	dev/nightwatch	view_open_group_as_non_member	development	development_only	review
GET|/dev/nightwatch/view_open_group_as_visitor|dev/nightwatch|view_open_group_as_visitor	GET	/dev/nightwatch/view_open_group_as_visitor	dev/nightwatch	view_open_group_as_visitor	development	development_only	review
GET|/dev/nightwatch/view_secret_group_as_non_member|dev/nightwatch|view_secret_group_as_non_member	GET	/dev/nightwatch/view_secret_group_as_non_member	dev/nightwatch	view_secret_group_as_non_member	development	development_only	review
GET|/dev/nightwatch/view_secret_group_as_visitor|dev/nightwatch|view_secret_group_as_visitor	GET	/dev/nightwatch/view_secret_group_as_visitor	dev/nightwatch	view_secret_group_as_visitor	development	development_only	review
GET|/dev/nightwatch/visit_group_as_subgroup_member|dev/nightwatch|visit_group_as_subgroup_member	GET	/dev/nightwatch/visit_group_as_subgroup_member	dev/nightwatch	visit_group_as_subgroup_member	development	development_only	review
GET|/dev/nightwatch/visit_tags_page|dev/nightwatch|visit_tags_page	GET	/dev/nightwatch/visit_tags_page	dev/nightwatch	visit_tags_page	development	development_only	review
GET|/dev/nightwatch|dev/nightwatch|index	GET	/dev/nightwatch	dev/nightwatch	index	development	development_only	review
GET|/dev/polls/accept_last_invitation|dev/polls|accept_last_invitation	GET	/dev/polls/accept_last_invitation	dev/polls	accept_last_invitation	development	development_only	review
GET|/dev/polls/alternative_poll_option_selection|dev/polls|alternative_poll_option_selection	GET	/dev/polls/alternative_poll_option_selection	dev/polls	alternative_poll_option_selection	development	development_only	review
GET|/dev/polls/email_settings_as_logged_in_user|dev/polls|email_settings_as_logged_in_user	GET	/dev/polls/email_settings_as_logged_in_user	dev/polls	email_settings_as_logged_in_user	development	development_only	review
GET|/dev/polls/email_settings_as_restricted_user|dev/polls|email_settings_as_restricted_user	GET	/dev/polls/email_settings_as_restricted_user	dev/polls	email_settings_as_restricted_user	development	development_only	review
GET|/dev/polls/last_login_code|dev/polls|last_login_code	GET	/dev/polls/last_login_code	dev/polls	last_login_code	development	development_only	review
GET|/dev/polls/poll_anonymous_scenario|dev/polls|poll_anonymous_scenario	GET	/dev/polls/poll_anonymous_scenario	dev/polls	poll_anonymous_scenario	development	development_only	review
GET|/dev/polls/poll_catch_up_scenario|dev/polls|poll_catch_up_scenario	GET	/dev/polls/poll_catch_up_scenario	dev/polls	poll_catch_up_scenario	development	development_only	review
GET|/dev/polls/poll_closed_scenario|dev/polls|poll_closed_scenario	GET	/dev/polls/poll_closed_scenario	dev/polls	poll_closed_scenario	development	development_only	review
GET|/dev/polls/poll_closing_soon_author_scenario|dev/polls|poll_closing_soon_author_scenario	GET	/dev/polls/poll_closing_soon_author_scenario	dev/polls	poll_closing_soon_author_scenario	development	development_only	review
GET|/dev/polls/poll_closing_soon_scenario|dev/polls|poll_closing_soon_scenario	GET	/dev/polls/poll_closing_soon_scenario	dev/polls	poll_closing_soon_scenario	development	development_only	review
GET|/dev/polls/poll_closing_soon_with_vote_scenario|dev/polls|poll_closing_soon_with_vote_scenario	GET	/dev/polls/poll_closing_soon_with_vote_scenario	dev/polls	poll_closing_soon_with_vote_scenario	development	development_only	review
GET|/dev/polls/poll_created_scenario|dev/polls|poll_created_scenario	GET	/dev/polls/poll_created_scenario	dev/polls	poll_created_scenario	development	development_only	review
GET|/dev/polls/poll_expired_author_scenario|dev/polls|poll_expired_author_scenario	GET	/dev/polls/poll_expired_author_scenario	dev/polls	poll_expired_author_scenario	development	development_only	review
GET|/dev/polls/poll_expired_scenario|dev/polls|poll_expired_scenario	GET	/dev/polls/poll_expired_scenario	dev/polls	poll_expired_scenario	development	development_only	review
GET|/dev/polls/poll_outcome_created_scenario|dev/polls|poll_outcome_created_scenario	GET	/dev/polls/poll_outcome_created_scenario	dev/polls	poll_outcome_created_scenario	development	development_only	review
GET|/dev/polls/poll_outcome_review_due_scenario|dev/polls|poll_outcome_review_due_scenario	GET	/dev/polls/poll_outcome_review_due_scenario	dev/polls	poll_outcome_review_due_scenario	development	development_only	review
GET|/dev/polls/poll_reminder_scenario|dev/polls|poll_reminder_scenario	GET	/dev/polls/poll_reminder_scenario	dev/polls	poll_reminder_scenario	development	development_only	review
GET|/dev/polls/poll_scheduled_scenario|dev/polls|poll_scheduled_scenario	GET	/dev/polls/poll_scheduled_scenario	dev/polls	poll_scheduled_scenario	development	development_only	review
GET|/dev/polls/poll_stance_created_scenario|dev/polls|poll_stance_created_scenario	GET	/dev/polls/poll_stance_created_scenario	dev/polls	poll_stance_created_scenario	development	development_only	review
GET|/dev/polls/poll_user_mentioned_scenario|dev/polls|poll_user_mentioned_scenario	GET	/dev/polls/poll_user_mentioned_scenario	dev/polls	poll_user_mentioned_scenario	development	development_only	review
GET|/dev/polls/reset_transient_state|dev/polls|reset_transient_state	GET	/dev/polls/reset_transient_state	dev/polls	reset_transient_state	development	development_only	review
GET|/dev/polls/saved_discussion_with_created_event|dev/polls|saved_discussion_with_created_event	GET	/dev/polls/saved_discussion_with_created_event	dev/polls	saved_discussion_with_created_event	development	development_only	review
GET|/dev/polls/saved|dev/polls|saved	GET	/dev/polls/saved	dev/polls	saved	development	development_only	review
GET|/dev/polls/setup_all_activity_items|dev/polls|setup_all_activity_items	GET	/dev/polls/setup_all_activity_items	dev/polls	setup_all_activity_items	development	development_only	review
GET|/dev/polls/setup_all_notifications|dev/polls|setup_all_notifications	GET	/dev/polls/setup_all_notifications	dev/polls	setup_all_notifications	development	development_only	review
GET|/dev/polls/setup_closed_group_to_join|dev/polls|setup_closed_group_to_join	GET	/dev/polls/setup_closed_group_to_join	dev/polls	setup_closed_group_to_join	development	development_only	review
GET|/dev/polls/setup_closed_group|dev/polls|setup_closed_group	GET	/dev/polls/setup_closed_group	dev/polls	setup_closed_group	development	development_only	review
GET|/dev/polls/setup_comment_with_versions|dev/polls|setup_comment_with_versions	GET	/dev/polls/setup_comment_with_versions	dev/polls	setup_comment_with_versions	development	development_only	review
GET|/dev/polls/setup_dashboard_as_visitor|dev/polls|setup_dashboard_as_visitor	GET	/dev/polls/setup_dashboard_as_visitor	dev/polls	setup_dashboard_as_visitor	development	development_only	review
GET|/dev/polls/setup_dashboard_with_one_thread|dev/polls|setup_dashboard_with_one_thread	GET	/dev/polls/setup_dashboard_with_one_thread	dev/polls	setup_dashboard_with_one_thread	development	development_only	review
GET|/dev/polls/setup_dashboard|dev/polls|setup_dashboard	GET	/dev/polls/setup_dashboard	dev/polls	setup_dashboard	development	development_only	review
GET|/dev/polls/setup_deactivated_user|dev/polls|setup_deactivated_user	GET	/dev/polls/setup_deactivated_user	dev/polls	setup_deactivated_user	development	development_only	review
GET|/dev/polls/setup_discussion_as_guest|dev/polls|setup_discussion_as_guest	GET	/dev/polls/setup_discussion_as_guest	dev/polls	setup_discussion_as_guest	development	development_only	review
GET|/dev/polls/setup_discussion_for_jennifer|dev/polls|setup_discussion_for_jennifer	GET	/dev/polls/setup_discussion_for_jennifer	dev/polls	setup_discussion_for_jennifer	development	development_only	review
GET|/dev/polls/setup_discussion_mailer_comment_replied_to_email|dev/polls|setup_discussion_mailer_comment_replied_to_email	GET	/dev/polls/setup_discussion_mailer_comment_replied_to_email	dev/polls	setup_discussion_mailer_comment_replied_to_email	development	development_only	review
GET|/dev/polls/setup_discussion_mailer_discussion_announced_email|dev/polls|setup_discussion_mailer_discussion_announced_email	GET	/dev/polls/setup_discussion_mailer_discussion_announced_email	dev/polls	setup_discussion_mailer_discussion_announced_email	development	development_only	review
GET|/dev/polls/setup_discussion_mailer_discussion_created_email|dev/polls|setup_discussion_mailer_discussion_created_email	GET	/dev/polls/setup_discussion_mailer_discussion_created_email	dev/polls	setup_discussion_mailer_discussion_created_email	development	development_only	review
GET|/dev/polls/setup_discussion_mailer_discussion_edited_email|dev/polls|setup_discussion_mailer_discussion_edited_email	GET	/dev/polls/setup_discussion_mailer_discussion_edited_email	dev/polls	setup_discussion_mailer_discussion_edited_email	development	development_only	review
GET|/dev/polls/setup_discussion_mailer_invitation_created_email|dev/polls|setup_discussion_mailer_invitation_created_email	GET	/dev/polls/setup_discussion_mailer_invitation_created_email	dev/polls	setup_discussion_mailer_invitation_created_email	development	development_only	review
GET|/dev/polls/setup_discussion_mailer_new_comment_email|dev/polls|setup_discussion_mailer_new_comment_email	GET	/dev/polls/setup_discussion_mailer_new_comment_email	dev/polls	setup_discussion_mailer_new_comment_email	development	development_only	review
GET|/dev/polls/setup_discussion_mailer_new_comment_thread_subscribed_email|dev/polls|setup_discussion_mailer_new_comment_thread_subscribed_email	GET	/dev/polls/setup_discussion_mailer_new_comment_thread_subscribed_email	dev/polls	setup_discussion_mailer_new_comment_thread_subscribed_email	development	development_only	review
GET|/dev/polls/setup_discussion_mailer_user_mentioned_email|dev/polls|setup_discussion_mailer_user_mentioned_email	GET	/dev/polls/setup_discussion_mailer_user_mentioned_email	dev/polls	setup_discussion_mailer_user_mentioned_email	development	development_only	review
GET|/dev/polls/setup_discussion_template_browse|dev/polls|setup_discussion_template_browse	GET	/dev/polls/setup_discussion_template_browse	dev/polls	setup_discussion_template_browse	development	development_only	review
GET|/dev/polls/setup_discussion_with_guest|dev/polls|setup_discussion_with_guest	GET	/dev/polls/setup_discussion_with_guest	dev/polls	setup_discussion_with_guest	development	development_only	review
GET|/dev/polls/setup_discussion_with_tag|dev/polls|setup_discussion_with_tag	GET	/dev/polls/setup_discussion_with_tag	dev/polls	setup_discussion_with_tag	development	development_only	review
GET|/dev/polls/setup_discussion_with_versions|dev/polls|setup_discussion_with_versions	GET	/dev/polls/setup_discussion_with_versions	dev/polls	setup_discussion_with_versions	development	development_only	review
GET|/dev/polls/setup_discussion|dev/polls|setup_discussion	GET	/dev/polls/setup_discussion	dev/polls	setup_discussion	development	development_only	review
GET|/dev/polls/setup_explore_as_visitor|dev/polls|setup_explore_as_visitor	GET	/dev/polls/setup_explore_as_visitor	dev/polls	setup_explore_as_visitor	development	development_only	review
GET|/dev/polls/setup_forkable_discussion|dev/polls|setup_forkable_discussion	GET	/dev/polls/setup_forkable_discussion	dev/polls	setup_forkable_discussion	development	development_only	review
GET|/dev/polls/setup_group_as_member|dev/polls|setup_group_as_member	GET	/dev/polls/setup_group_as_member	dev/polls	setup_group_as_member	development	development_only	review
GET|/dev/polls/setup_group_super_admin|dev/polls|setup_group_super_admin	GET	/dev/polls/setup_group_super_admin	dev/polls	setup_group_super_admin	development	development_only	review
GET|/dev/polls/setup_group_with_discussion|dev/polls|setup_group_with_discussion	GET	/dev/polls/setup_group_with_discussion	dev/polls	setup_group_with_discussion	development	development_only	review
GET|/dev/polls/setup_group_with_handle|dev/polls|setup_group_with_handle	GET	/dev/polls/setup_group_with_handle	dev/polls	setup_group_with_handle	development	development_only	review
GET|/dev/polls/setup_group_with_max_members|dev/polls|setup_group_with_max_members	GET	/dev/polls/setup_group_with_max_members	dev/polls	setup_group_with_max_members	development	development_only	review
GET|/dev/polls/setup_group_with_multiple_coordinators|dev/polls|setup_group_with_multiple_coordinators	GET	/dev/polls/setup_group_with_multiple_coordinators	dev/polls	setup_group_with_multiple_coordinators	development	development_only	review
GET|/dev/polls/setup_group_with_no_coordinators|dev/polls|setup_group_with_no_coordinators	GET	/dev/polls/setup_group_with_no_coordinators	dev/polls	setup_group_with_no_coordinators	development	development_only	review
GET|/dev/polls/setup_group_with_pending_invitations|dev/polls|setup_group_with_pending_invitations	GET	/dev/polls/setup_group_with_pending_invitations	dev/polls	setup_group_with_pending_invitations	development	development_only	review
GET|/dev/polls/setup_group_with_photos|dev/polls|setup_group_with_photos	GET	/dev/polls/setup_group_with_photos	dev/polls	setup_group_with_photos	development	development_only	review
GET|/dev/polls/setup_group_with_received_email|dev/polls|setup_group_with_received_email	GET	/dev/polls/setup_group_with_received_email	dev/polls	setup_group_with_received_email	development	development_only	review
GET|/dev/polls/setup_group_with_restrictive_settings|dev/polls|setup_group_with_restrictive_settings	GET	/dev/polls/setup_group_with_restrictive_settings	dev/polls	setup_group_with_restrictive_settings	development	development_only	review
GET|/dev/polls/setup_group_with_subgroups_as_admin_landing_in_other_subgroup|dev/polls|setup_group_with_subgroups_as_admin_landing_in_other_subgroup	GET	/dev/polls/setup_group_with_subgroups_as_admin_landing_in_other_subgroup	dev/polls	setup_group_with_subgroups_as_admin_landing_in_other_subgroup	development	development_only	review
GET|/dev/polls/setup_group_with_subgroups_as_admin|dev/polls|setup_group_with_subgroups_as_admin	GET	/dev/polls/setup_group_with_subgroups_as_admin	dev/polls	setup_group_with_subgroups_as_admin	development	development_only	review
