route_key	verb	path	controller	action	environment	owner	disposition
GET|/dev/polls/setup_group_with_subgroups|dev/polls|setup_group_with_subgroups	GET	/dev/polls/setup_group_with_subgroups	dev/polls	setup_group_with_subgroups	development	development_only	review
GET|/dev/polls/setup_group|dev/polls|setup_group	GET	/dev/polls/setup_group	dev/polls	setup_group	development	development_only	review
GET|/dev/polls/setup_inbox_with_tag|dev/polls|setup_inbox_with_tag	GET	/dev/polls/setup_inbox_with_tag	dev/polls	setup_inbox_with_tag	development	development_only	review
GET|/dev/polls/setup_inbox|dev/polls|setup_inbox	GET	/dev/polls/setup_inbox	dev/polls	setup_inbox	development	development_only	review
GET|/dev/polls/setup_invitation_email_to_user_with_password|dev/polls|setup_invitation_email_to_user_with_password	GET	/dev/polls/setup_invitation_email_to_user_with_password	dev/polls	setup_invitation_email_to_user_with_password	development	development_only	review
GET|/dev/polls/setup_invitation_email_to_visitor|dev/polls|setup_invitation_email_to_visitor	GET	/dev/polls/setup_invitation_email_to_visitor	dev/polls	setup_invitation_email_to_visitor	development	development_only	review
GET|/dev/polls/setup_invite_user_with_alternative_email|dev/polls|setup_invite_user_with_alternative_email	GET	/dev/polls/setup_invite_user_with_alternative_email	dev/polls	setup_invite_user_with_alternative_email	development	development_only	review
GET|/dev/polls/setup_invite_user_with_correct_email|dev/polls|setup_invite_user_with_correct_email	GET	/dev/polls/setup_invite_user_with_correct_email	dev/polls	setup_invite_user_with_correct_email	development	development_only	review
GET|/dev/polls/setup_login_token_email|dev/polls|setup_login_token_email	GET	/dev/polls/setup_login_token_email	dev/polls	setup_login_token_email	development	development_only	review
GET|/dev/polls/setup_login_token_user_without_password|dev/polls|setup_login_token_user_without_password	GET	/dev/polls/setup_login_token_user_without_password	dev/polls	setup_login_token_user_without_password	development	development_only	review
GET|/dev/polls/setup_login_token|dev/polls|setup_login_token	GET	/dev/polls/setup_login_token	dev/polls	setup_login_token	development	development_only	review
GET|/dev/polls/setup_membership_request_email|dev/polls|setup_membership_request_email	GET	/dev/polls/setup_membership_request_email	dev/polls	setup_membership_request_email	development	development_only	review
GET|/dev/polls/setup_membership_requests|dev/polls|setup_membership_requests	GET	/dev/polls/setup_membership_requests	dev/polls	setup_membership_requests	development	development_only	review
GET|/dev/polls/setup_membership_with_title|dev/polls|setup_membership_with_title	GET	/dev/polls/setup_membership_with_title	dev/polls	setup_membership_with_title	development	development_only	review
GET|/dev/polls/setup_merge_verification_email|dev/polls|setup_merge_verification_email	GET	/dev/polls/setup_merge_verification_email	dev/polls	setup_merge_verification_email	development	development_only	review
GET|/dev/polls/setup_multiple_discussions|dev/polls|setup_multiple_discussions	GET	/dev/polls/setup_multiple_discussions	dev/polls	setup_multiple_discussions	development	development_only	review
GET|/dev/polls/setup_open_and_closed_discussions|dev/polls|setup_open_and_closed_discussions	GET	/dev/polls/setup_open_and_closed_discussions	dev/polls	setup_open_and_closed_discussions	development	development_only	review
GET|/dev/polls/setup_open_group|dev/polls|setup_open_group	GET	/dev/polls/setup_open_group	dev/polls	setup_open_group	development	development_only	review
GET|/dev/polls/setup_pages_of_closed_discussions|dev/polls|setup_pages_of_closed_discussions	GET	/dev/polls/setup_pages_of_closed_discussions	dev/polls	setup_pages_of_closed_discussions	development	development_only	review
GET|/dev/polls/setup_profile_with_group_visible_to_members|dev/polls|setup_profile_with_group_visible_to_members	GET	/dev/polls/setup_profile_with_group_visible_to_members	dev/polls	setup_profile_with_group_visible_to_members	development	development_only	review
GET|/dev/polls/setup_public_group_to_join_upon_request|dev/polls|setup_public_group_to_join_upon_request	GET	/dev/polls/setup_public_group_to_join_upon_request	dev/polls	setup_public_group_to_join_upon_request	development	development_only	review
GET|/dev/polls/setup_restricted_profile|dev/polls|setup_restricted_profile	GET	/dev/polls/setup_restricted_profile	dev/polls	setup_restricted_profile	development	development_only	review
GET|/dev/polls/setup_secret_group|dev/polls|setup_secret_group	GET	/dev/polls/setup_secret_group	dev/polls	setup_secret_group	development	development_only	review
GET|/dev/polls/setup_start_poll_form_from_url|dev/polls|setup_start_poll_form_from_url	GET	/dev/polls/setup_start_poll_form_from_url	dev/polls	setup_start_poll_form_from_url	development	development_only	review
GET|/dev/polls/setup_start_thread_form_from_url|dev/polls|setup_start_thread_form_from_url	GET	/dev/polls/setup_start_thread_form_from_url	dev/polls	setup_start_thread_form_from_url	development	development_only	review
GET|/dev/polls/setup_subgroup_with_parent_member_visibility|dev/polls|setup_subgroup_with_parent_member_visibility	GET	/dev/polls/setup_subgroup_with_parent_member_visibility	dev/polls	setup_subgroup_with_parent_member_visibility	development	development_only	review
GET|/dev/polls/setup_task_reminder_email|dev/polls|setup_task_reminder_email	GET	/dev/polls/setup_task_reminder_email	dev/polls	setup_task_reminder_email	development	development_only	review
GET|/dev/polls/setup_thread_catch_up_with_standalone_poll|dev/polls|setup_thread_catch_up_with_standalone_poll	GET	/dev/polls/setup_thread_catch_up_with_standalone_poll	dev/polls	setup_thread_catch_up_with_standalone_poll	development	development_only	review
GET|/dev/polls/setup_thread_catch_up|dev/polls|setup_thread_catch_up	GET	/dev/polls/setup_thread_catch_up	dev/polls	setup_thread_catch_up	development	development_only	review
GET|/dev/polls/setup_topical_poll_to_add_to_discussion|dev/polls|setup_topical_poll_to_add_to_discussion	GET	/dev/polls/setup_topical_poll_to_add_to_discussion	dev/polls	setup_topical_poll_to_add_to_discussion	development	development_only	review
GET|/dev/polls/setup_trial_group_with_received_email|dev/polls|setup_trial_group_with_received_email	GET	/dev/polls/setup_trial_group_with_received_email	dev/polls	setup_trial_group_with_received_email	development	development_only	review
GET|/dev/polls/setup_unread_discussion|dev/polls|setup_unread_discussion	GET	/dev/polls/setup_unread_discussion	dev/polls	setup_unread_discussion	development	development_only	review
GET|/dev/polls/setup_used_login_token|dev/polls|setup_used_login_token	GET	/dev/polls/setup_used_login_token	dev/polls	setup_used_login_token	development	development_only	review
GET|/dev/polls/setup_user_no_group|dev/polls|setup_user_no_group	GET	/dev/polls/setup_user_no_group	dev/polls	setup_user_no_group	development	development_only	review
GET|/dev/polls/setup_user_reactivation_email|dev/polls|setup_user_reactivation_email	GET	/dev/polls/setup_user_reactivation_email	dev/polls	setup_user_reactivation_email	development	development_only	review
GET|/dev/polls/start_poll|dev/polls|start_poll	GET	/dev/polls/start_poll	dev/polls	start_poll	development	development_only	review
GET|/dev/polls/stv_vote_cast_scenario|dev/polls|stv_vote_cast_scenario	GET	/dev/polls/stv_vote_cast_scenario	dev/polls	stv_vote_cast_scenario	development	development_only	review
GET|/dev/polls/test_activity_items|dev/polls|test_activity_items	GET	/dev/polls/test_activity_items	dev/polls	test_activity_items	development	development_only	review
GET|/dev/polls/test_discussion|dev/polls|test_discussion	GET	/dev/polls/test_discussion	dev/polls	test_discussion	development	development_only	review
GET|/dev/polls/test_invite_to_poll|dev/polls|test_invite_to_poll	GET	/dev/polls/test_invite_to_poll	dev/polls	test_invite_to_poll	development	development_only	review
GET|/dev/polls/test_poll_in_discussion|dev/polls|test_poll_in_discussion	GET	/dev/polls/test_poll_in_discussion	dev/polls	test_poll_in_discussion	development	development_only	review
GET|/dev/polls/test_poll_scenario|dev/polls|test_poll_scenario	GET	/dev/polls/test_poll_scenario	dev/polls	test_poll_scenario	development	development_only	review
GET|/dev/polls/test_scheduled_poll|dev/polls|test_scheduled_poll	GET	/dev/polls/test_scheduled_poll	dev/polls	test_scheduled_poll	development	development_only	review
GET|/dev/polls/use_last_login_token|dev/polls|use_last_login_token	GET	/dev/polls/use_last_login_token	dev/polls	use_last_login_token	development	development_only	review
GET|/dev/polls/view_closed_group_as_non_member|dev/polls|view_closed_group_as_non_member	GET	/dev/polls/view_closed_group_as_non_member	dev/polls	view_closed_group_as_non_member	development	development_only	review
GET|/dev/polls/view_closed_group_as_visitor|dev/polls|view_closed_group_as_visitor	GET	/dev/polls/view_closed_group_as_visitor	dev/polls	view_closed_group_as_visitor	development	development_only	review
GET|/dev/polls/view_closed_group_with_shareable_link|dev/polls|view_closed_group_with_shareable_link	GET	/dev/polls/view_closed_group_with_shareable_link	dev/polls	view_closed_group_with_shareable_link	development	development_only	review
GET|/dev/polls/view_discussion_as_visitor_with_tags|dev/polls|view_discussion_as_visitor_with_tags	GET	/dev/polls/view_discussion_as_visitor_with_tags	dev/polls	view_discussion_as_visitor_with_tags	development	development_only	review
GET|/dev/polls/view_open_discussion_as_visitor|dev/polls|view_open_discussion_as_visitor	GET	/dev/polls/view_open_discussion_as_visitor	dev/polls	view_open_discussion_as_visitor	development	development_only	review
GET|/dev/polls/view_open_group_as_non_member|dev/polls|view_open_group_as_non_member	GET	/dev/polls/view_open_group_as_non_member	dev/polls	view_open_group_as_non_member	development	development_only	review
GET|/dev/polls/view_open_group_as_visitor|dev/polls|view_open_group_as_visitor	GET	/dev/polls/view_open_group_as_visitor	dev/polls	view_open_group_as_visitor	development	development_only	review
GET|/dev/polls/view_secret_group_as_non_member|dev/polls|view_secret_group_as_non_member	GET	/dev/polls/view_secret_group_as_non_member	dev/polls	view_secret_group_as_non_member	development	development_only	review
GET|/dev/polls/view_secret_group_as_visitor|dev/polls|view_secret_group_as_visitor	GET	/dev/polls/view_secret_group_as_visitor	dev/polls	view_secret_group_as_visitor	development	development_only	review
GET|/dev/polls/visit_group_as_subgroup_member|dev/polls|visit_group_as_subgroup_member	GET	/dev/polls/visit_group_as_subgroup_member	dev/polls	visit_group_as_subgroup_member	development	development_only	review
GET|/dev/polls/visit_tags_page|dev/polls|visit_tags_page	GET	/dev/polls/visit_tags_page	dev/polls	visit_tags_page	development	development_only	review
GET|/dev/polls|dev/polls|index	GET	/dev/polls	dev/polls	index	development	development_only	review
GET|/dev/reset_transient_state|dev/nightwatch|reset_transient_state	GET	/dev/reset_transient_state	dev/nightwatch	reset_transient_state	development	development_only	review
GET|/dev/setup_all_activity_items|dev/nightwatch|setup_all_activity_items	GET	/dev/setup_all_activity_items	dev/nightwatch	setup_all_activity_items	development	development_only	review
GET|/dev/setup_all_notifications|dev/nightwatch|setup_all_notifications	GET	/dev/setup_all_notifications	dev/nightwatch	setup_all_notifications	development	development_only	review
GET|/dev/setup_closed_group_to_join|dev/nightwatch|setup_closed_group_to_join	GET	/dev/setup_closed_group_to_join	dev/nightwatch	setup_closed_group_to_join	development	development_only	review
GET|/dev/setup_closed_group|dev/nightwatch|setup_closed_group	GET	/dev/setup_closed_group	dev/nightwatch	setup_closed_group	development	development_only	review
GET|/dev/setup_comment_with_versions|dev/nightwatch|setup_comment_with_versions	GET	/dev/setup_comment_with_versions	dev/nightwatch	setup_comment_with_versions	development	development_only	review
GET|/dev/setup_dashboard_as_visitor|dev/nightwatch|setup_dashboard_as_visitor	GET	/dev/setup_dashboard_as_visitor	dev/nightwatch	setup_dashboard_as_visitor	development	development_only	review
GET|/dev/setup_dashboard_with_one_thread|dev/nightwatch|setup_dashboard_with_one_thread	GET	/dev/setup_dashboard_with_one_thread	dev/nightwatch	setup_dashboard_with_one_thread	development	development_only	review
GET|/dev/setup_dashboard|dev/nightwatch|setup_dashboard	GET	/dev/setup_dashboard	dev/nightwatch	setup_dashboard	development	development_only	review
GET|/dev/setup_deactivated_user|dev/nightwatch|setup_deactivated_user	GET	/dev/setup_deactivated_user	dev/nightwatch	setup_deactivated_user	development	development_only	review
GET|/dev/setup_discussion_as_guest|dev/nightwatch|setup_discussion_as_guest	GET	/dev/setup_discussion_as_guest	dev/nightwatch	setup_discussion_as_guest	development	development_only	review
GET|/dev/setup_discussion_for_jennifer|dev/nightwatch|setup_discussion_for_jennifer	GET	/dev/setup_discussion_for_jennifer	dev/nightwatch	setup_discussion_for_jennifer	development	development_only	review
GET|/dev/setup_discussion_mailer_comment_replied_to_email|dev/nightwatch|setup_discussion_mailer_comment_replied_to_email	GET	/dev/setup_discussion_mailer_comment_replied_to_email	dev/nightwatch	setup_discussion_mailer_comment_replied_to_email	development	development_only	review
GET|/dev/setup_discussion_mailer_discussion_announced_email|dev/nightwatch|setup_discussion_mailer_discussion_announced_email	GET	/dev/setup_discussion_mailer_discussion_announced_email	dev/nightwatch	setup_discussion_mailer_discussion_announced_email	development	development_only	review
GET|/dev/setup_discussion_mailer_discussion_created_email|dev/nightwatch|setup_discussion_mailer_discussion_created_email	GET	/dev/setup_discussion_mailer_discussion_created_email	dev/nightwatch	setup_discussion_mailer_discussion_created_email	development	development_only	review
GET|/dev/setup_discussion_mailer_discussion_edited_email|dev/nightwatch|setup_discussion_mailer_discussion_edited_email	GET	/dev/setup_discussion_mailer_discussion_edited_email	dev/nightwatch	setup_discussion_mailer_discussion_edited_email	development	development_only	review
GET|/dev/setup_discussion_mailer_invitation_created_email|dev/nightwatch|setup_discussion_mailer_invitation_created_email	GET	/dev/setup_discussion_mailer_invitation_created_email	dev/nightwatch	setup_discussion_mailer_invitation_created_email	development	development_only	review
GET|/dev/setup_discussion_mailer_new_comment_email|dev/nightwatch|setup_discussion_mailer_new_comment_email	GET	/dev/setup_discussion_mailer_new_comment_email	dev/nightwatch	setup_discussion_mailer_new_comment_email	development	development_only	review
GET|/dev/setup_discussion_mailer_new_comment_thread_subscribed_email|dev/nightwatch|setup_discussion_mailer_new_comment_thread_subscribed_email	GET	/dev/setup_discussion_mailer_new_comment_thread_subscribed_email	dev/nightwatch	setup_discussion_mailer_new_comment_thread_subscribed_email	development	development_only	review
GET|/dev/setup_discussion_mailer_user_mentioned_email|dev/nightwatch|setup_discussion_mailer_user_mentioned_email	GET	/dev/setup_discussion_mailer_user_mentioned_email	dev/nightwatch	setup_discussion_mailer_user_mentioned_email	development	development_only	review
GET|/dev/setup_discussion_template_browse|dev/nightwatch|setup_discussion_template_browse	GET	/dev/setup_discussion_template_browse	dev/nightwatch	setup_discussion_template_browse	development	development_only	review
GET|/dev/setup_discussion_with_guest|dev/nightwatch|setup_discussion_with_guest	GET	/dev/setup_discussion_with_guest	dev/nightwatch	setup_discussion_with_guest	development	development_only	review
GET|/dev/setup_discussion_with_tag|dev/nightwatch|setup_discussion_with_tag	GET	/dev/setup_discussion_with_tag	dev/nightwatch	setup_discussion_with_tag	development	development_only	review
GET|/dev/setup_discussion_with_versions|dev/nightwatch|setup_discussion_with_versions	GET	/dev/setup_discussion_with_versions	dev/nightwatch	setup_discussion_with_versions	development	development_only	review
GET|/dev/setup_discussion|dev/nightwatch|setup_discussion	GET	/dev/setup_discussion	dev/nightwatch	setup_discussion	development	development_only	review
GET|/dev/setup_explore_as_visitor|dev/nightwatch|setup_explore_as_visitor	GET	/dev/setup_explore_as_visitor	dev/nightwatch	setup_explore_as_visitor	development	development_only	review
GET|/dev/setup_forkable_discussion|dev/nightwatch|setup_forkable_discussion	GET	/dev/setup_forkable_discussion	dev/nightwatch	setup_forkable_discussion	development	development_only	review
GET|/dev/setup_group_as_member|dev/nightwatch|setup_group_as_member	GET	/dev/setup_group_as_member	dev/nightwatch	setup_group_as_member	development	development_only	review
GET|/dev/setup_group_super_admin|dev/nightwatch|setup_group_super_admin	GET	/dev/setup_group_super_admin	dev/nightwatch	setup_group_super_admin	development	development_only	review
GET|/dev/setup_group_with_discussion|dev/nightwatch|setup_group_with_discussion	GET	/dev/setup_group_with_discussion	dev/nightwatch	setup_group_with_discussion	development	development_only	review
GET|/dev/setup_group_with_handle|dev/nightwatch|setup_group_with_handle	GET	/dev/setup_group_with_handle	dev/nightwatch	setup_group_with_handle	development	development_only	review
GET|/dev/setup_group_with_max_members|dev/nightwatch|setup_group_with_max_members	GET	/dev/setup_group_with_max_members	dev/nightwatch	setup_group_with_max_members	development	development_only	review
GET|/dev/setup_group_with_multiple_coordinators|dev/nightwatch|setup_group_with_multiple_coordinators	GET	/dev/setup_group_with_multiple_coordinators	dev/nightwatch	setup_group_with_multiple_coordinators	development	development_only	review
GET|/dev/setup_group_with_no_coordinators|dev/nightwatch|setup_group_with_no_coordinators	GET	/dev/setup_group_with_no_coordinators	dev/nightwatch	setup_group_with_no_coordinators	development	development_only	review
GET|/dev/setup_group_with_pending_invitations|dev/nightwatch|setup_group_with_pending_invitations	GET	/dev/setup_group_with_pending_invitations	dev/nightwatch	setup_group_with_pending_invitations	development	development_only	review
GET|/dev/setup_group_with_photos|dev/nightwatch|setup_group_with_photos	GET	/dev/setup_group_with_photos	dev/nightwatch	setup_group_with_photos	development	development_only	review
GET|/dev/setup_group_with_received_email|dev/nightwatch|setup_group_with_received_email	GET	/dev/setup_group_with_received_email	dev/nightwatch	setup_group_with_received_email	development	development_only	review
GET|/dev/setup_group_with_restrictive_settings|dev/nightwatch|setup_group_with_restrictive_settings	GET	/dev/setup_group_with_restrictive_settings	dev/nightwatch	setup_group_with_restrictive_settings	development	development_only	review
GET|/dev/setup_group_with_subgroups_as_admin_landing_in_other_subgroup|dev/nightwatch|setup_group_with_subgroups_as_admin_landing_in_other_subgroup	GET	/dev/setup_group_with_subgroups_as_admin_landing_in_other_subgroup	dev/nightwatch	setup_group_with_subgroups_as_admin_landing_in_other_subgroup	development	development_only	review
GET|/dev/setup_group_with_subgroups_as_admin|dev/nightwatch|setup_group_with_subgroups_as_admin	GET	/dev/setup_group_with_subgroups_as_admin	dev/nightwatch	setup_group_with_subgroups_as_admin	development	development_only	review
GET|/dev/setup_group_with_subgroups|dev/nightwatch|setup_group_with_subgroups	GET	/dev/setup_group_with_subgroups	dev/nightwatch	setup_group_with_subgroups	development	development_only	review
GET|/dev/setup_group|dev/nightwatch|setup_group	GET	/dev/setup_group	dev/nightwatch	setup_group	development	development_only	review
GET|/dev/setup_inbox_with_tag|dev/nightwatch|setup_inbox_with_tag	GET	/dev/setup_inbox_with_tag	dev/nightwatch	setup_inbox_with_tag	development	development_only	review
GET|/dev/setup_inbox|dev/nightwatch|setup_inbox	GET	/dev/setup_inbox	dev/nightwatch	setup_inbox	development	development_only	review
GET|/dev/setup_invitation_email_to_user_with_password|dev/nightwatch|setup_invitation_email_to_user_with_password	GET	/dev/setup_invitation_email_to_user_with_password	dev/nightwatch	setup_invitation_email_to_user_with_password	development	development_only	review
GET|/dev/setup_invitation_email_to_visitor|dev/nightwatch|setup_invitation_email_to_visitor	GET	/dev/setup_invitation_email_to_visitor	dev/nightwatch	setup_invitation_email_to_visitor	development	development_only	review
GET|/dev/setup_invite_user_with_alternative_email|dev/nightwatch|setup_invite_user_with_alternative_email	GET	/dev/setup_invite_user_with_alternative_email	dev/nightwatch	setup_invite_user_with_alternative_email	development	development_only	review
GET|/dev/setup_invite_user_with_correct_email|dev/nightwatch|setup_invite_user_with_correct_email	GET	/dev/setup_invite_user_with_correct_email	dev/nightwatch	setup_invite_user_with_correct_email	development	development_only	review
GET|/dev/setup_login_token_email|dev/nightwatch|setup_login_token_email	GET	/dev/setup_login_token_email	dev/nightwatch	setup_login_token_email	development	development_only	review
GET|/dev/setup_login_token_user_without_password|dev/nightwatch|setup_login_token_user_without_password	GET	/dev/setup_login_token_user_without_password	dev/nightwatch	setup_login_token_user_without_password	development	development_only	review
GET|/dev/setup_login_token|dev/nightwatch|setup_login_token	GET	/dev/setup_login_token	dev/nightwatch	setup_login_token	development	development_only	review
GET|/dev/setup_membership_request_email|dev/nightwatch|setup_membership_request_email	GET	/dev/setup_membership_request_email	dev/nightwatch	setup_membership_request_email	development	development_only	review
GET|/dev/setup_membership_requests|dev/nightwatch|setup_membership_requests	GET	/dev/setup_membership_requests	dev/nightwatch	setup_membership_requests	development	development_only	review
GET|/dev/setup_membership_with_title|dev/nightwatch|setup_membership_with_title	GET	/dev/setup_membership_with_title	dev/nightwatch	setup_membership_with_title	development	development_only	review
GET|/dev/setup_merge_verification_email|dev/nightwatch|setup_merge_verification_email	GET	/dev/setup_merge_verification_email	dev/nightwatch	setup_merge_verification_email	development	development_only	review
GET|/dev/setup_multiple_discussions|dev/nightwatch|setup_multiple_discussions	GET	/dev/setup_multiple_discussions	dev/nightwatch	setup_multiple_discussions	development	development_only	review
GET|/dev/setup_open_and_closed_discussions|dev/nightwatch|setup_open_and_closed_discussions	GET	/dev/setup_open_and_closed_discussions	dev/nightwatch	setup_open_and_closed_discussions	development	development_only	review
GET|/dev/setup_open_group|dev/nightwatch|setup_open_group	GET	/dev/setup_open_group	dev/nightwatch	setup_open_group	development	development_only	review
GET|/dev/setup_pages_of_closed_discussions|dev/nightwatch|setup_pages_of_closed_discussions	GET	/dev/setup_pages_of_closed_discussions	dev/nightwatch	setup_pages_of_closed_discussions	development	development_only	review
GET|/dev/setup_profile_with_group_visible_to_members|dev/nightwatch|setup_profile_with_group_visible_to_members	GET	/dev/setup_profile_with_group_visible_to_members	dev/nightwatch	setup_profile_with_group_visible_to_members	development	development_only	review
GET|/dev/setup_public_group_to_join_upon_request|dev/nightwatch|setup_public_group_to_join_upon_request	GET	/dev/setup_public_group_to_join_upon_request	dev/nightwatch	setup_public_group_to_join_upon_request	development	development_only	review
GET|/dev/setup_restricted_profile|dev/nightwatch|setup_restricted_profile	GET	/dev/setup_restricted_profile	dev/nightwatch	setup_restricted_profile	development	development_only	review
GET|/dev/setup_secret_group|dev/nightwatch|setup_secret_group	GET	/dev/setup_secret_group	dev/nightwatch	setup_secret_group	development	development_only	review
GET|/dev/setup_start_poll_form_from_url|dev/nightwatch|setup_start_poll_form_from_url	GET	/dev/setup_start_poll_form_from_url	dev/nightwatch	setup_start_poll_form_from_url	development	development_only	review
GET|/dev/setup_start_thread_form_from_url|dev/nightwatch|setup_start_thread_form_from_url	GET	/dev/setup_start_thread_form_from_url	dev/nightwatch	setup_start_thread_form_from_url	development	development_only	review
GET|/dev/setup_subgroup_with_parent_member_visibility|dev/nightwatch|setup_subgroup_with_parent_member_visibility	GET	/dev/setup_subgroup_with_parent_member_visibility	dev/nightwatch	setup_subgroup_with_parent_member_visibility	development	development_only	review
GET|/dev/setup_task_reminder_email|dev/nightwatch|setup_task_reminder_email	GET	/dev/setup_task_reminder_email	dev/nightwatch	setup_task_reminder_email	development	development_only	review
GET|/dev/setup_thread_catch_up_with_standalone_poll|dev/nightwatch|setup_thread_catch_up_with_standalone_poll	GET	/dev/setup_thread_catch_up_with_standalone_poll	dev/nightwatch	setup_thread_catch_up_with_standalone_poll	development	development_only	review
GET|/dev/setup_thread_catch_up|dev/nightwatch|setup_thread_catch_up	GET	/dev/setup_thread_catch_up	dev/nightwatch	setup_thread_catch_up	development	development_only	review
GET|/dev/setup_topical_poll_to_add_to_discussion|dev/nightwatch|setup_topical_poll_to_add_to_discussion	GET	/dev/setup_topical_poll_to_add_to_discussion	dev/nightwatch	setup_topical_poll_to_add_to_discussion	development	development_only	review
GET|/dev/setup_trial_group_with_received_email|dev/nightwatch|setup_trial_group_with_received_email	GET	/dev/setup_trial_group_with_received_email	dev/nightwatch	setup_trial_group_with_received_email	development	development_only	review
GET|/dev/setup_unread_discussion|dev/nightwatch|setup_unread_discussion	GET	/dev/setup_unread_discussion	dev/nightwatch	setup_unread_discussion	development	development_only	review
GET|/dev/setup_used_login_token|dev/nightwatch|setup_used_login_token	GET	/dev/setup_used_login_token	dev/nightwatch	setup_used_login_token	development	development_only	review
GET|/dev/setup_user_no_group|dev/nightwatch|setup_user_no_group	GET	/dev/setup_user_no_group	dev/nightwatch	setup_user_no_group	development	development_only	review
GET|/dev/setup_user_reactivation_email|dev/nightwatch|setup_user_reactivation_email	GET	/dev/setup_user_reactivation_email	dev/nightwatch	setup_user_reactivation_email	development	development_only	review
GET|/dev/use_last_login_token|dev/nightwatch|use_last_login_token	GET	/dev/use_last_login_token	dev/nightwatch	use_last_login_token	development	development_only	review
GET|/dev/view_closed_group_as_non_member|dev/nightwatch|view_closed_group_as_non_member	GET	/dev/view_closed_group_as_non_member	dev/nightwatch	view_closed_group_as_non_member	development	development_only	review
GET|/dev/view_closed_group_as_visitor|dev/nightwatch|view_closed_group_as_visitor	GET	/dev/view_closed_group_as_visitor	dev/nightwatch	view_closed_group_as_visitor	development	development_only	review
GET|/dev/view_closed_group_with_shareable_link|dev/nightwatch|view_closed_group_with_shareable_link	GET	/dev/view_closed_group_with_shareable_link	dev/nightwatch	view_closed_group_with_shareable_link	development	development_only	review
GET|/dev/view_discussion_as_visitor_with_tags|dev/nightwatch|view_discussion_as_visitor_with_tags	GET	/dev/view_discussion_as_visitor_with_tags	dev/nightwatch	view_discussion_as_visitor_with_tags	development	development_only	review
GET|/dev/view_open_discussion_as_visitor|dev/nightwatch|view_open_discussion_as_visitor	GET	/dev/view_open_discussion_as_visitor	dev/nightwatch	view_open_discussion_as_visitor	development	development_only	review
GET|/dev/view_open_group_as_non_member|dev/nightwatch|view_open_group_as_non_member	GET	/dev/view_open_group_as_non_member	dev/nightwatch	view_open_group_as_non_member	development	development_only	review
GET|/dev/view_open_group_as_visitor|dev/nightwatch|view_open_group_as_visitor	GET	/dev/view_open_group_as_visitor	dev/nightwatch	view_open_group_as_visitor	development	development_only	review
GET|/dev/view_secret_group_as_non_member|dev/nightwatch|view_secret_group_as_non_member	GET	/dev/view_secret_group_as_non_member	dev/nightwatch	view_secret_group_as_non_member	development	development_only	review
GET|/dev/view_secret_group_as_visitor|dev/nightwatch|view_secret_group_as_visitor	GET	/dev/view_secret_group_as_visitor	dev/nightwatch	view_secret_group_as_visitor	development	development_only	review
GET|/dev/visit_group_as_subgroup_member|dev/nightwatch|visit_group_as_subgroup_member	GET	/dev/visit_group_as_subgroup_member	dev/nightwatch	visit_group_as_subgroup_member	development	development_only	review
GET|/dev/visit_tags_page|dev/nightwatch|visit_tags_page	GET	/dev/visit_tags_page	dev/nightwatch	visit_tags_page	development	development_only	review
GET|/dev|dev/nightwatch|index	GET	/dev	dev/nightwatch	index	development	development_only	review
GET|/discussion_templates/:id/edit|application|index	GET	/discussion_templates/:id/edit	application	index	production	first_party_production	migrate
GET|/discussion_templates/:id|application|index	GET	/discussion_templates/:id	application	index	production	first_party_production	migrate
GET|/discussion_templates/browse|application|index	GET	/discussion_templates/browse	application	index	production	first_party_production	migrate
GET|/discussion_templates/dump_i18n|discussion_templates|dump_i18n	GET	/discussion_templates/dump_i18n	discussion_templates	dump_i18n	production	first_party_production	migrate
GET|/discussion_templates/new|application|index	GET	/discussion_templates/new	application	index	production	first_party_production	migrate
GET|/discussions/:id|redirect|discussion	GET	/discussions/:id	redirect	discussion	production	first_party_production	migrate
GET|/email_actions/mark_discussion_as_read/:discussion_id/:event_id/:unsubscribe_token|email_actions|mark_discussion_as_read	GET	/email_actions/mark_discussion_as_read/:discussion_id/:event_id/:unsubscribe_token	email_actions	mark_discussion_as_read	production	first_party_production	migrate
GET|/email_actions/mark_notification_as_read/:id/:unsubscribe_token|email_actions|mark_notification_as_read	GET	/email_actions/mark_notification_as_read/:id/:unsubscribe_token	email_actions	mark_notification_as_read	production	first_party_production	migrate
GET|/email_actions/mark_summary_email_as_read|email_actions|mark_summary_email_as_read	GET	/email_actions/mark_summary_email_as_read	email_actions	mark_summary_email_as_read	production	first_party_production	migrate
GET|/email_actions/unsubscribe|email_actions|unsubscribe	GET	/email_actions/unsubscribe	email_actions	unsubscribe	production	first_party_production	migrate
GET|/email_preferences|application|index	GET	/email_preferences	application	index	production	first_party_production	migrate
GET|/explore|groups|index	GET	/explore	groups	index	production	first_party_production	migrate
GET|/favicon.ico|application|ok	GET	/favicon.ico	application	ok	production	first_party_production	migrate
GET|/g/:key(/:slug)|groups|show	GET	/g/:key(/:slug)	groups	show	production	first_party_production	migrate
GET|/g/:key/emails|application|index	GET	/g/:key/emails	application	index	production	first_party_production	migrate
GET|/g/:key/export|groups|export	GET	/g/:key/export	groups	export	production	first_party_production	migrate
GET|/g/:key/members/requests|application|index	GET	/g/:key/members/requests	application	index	production	first_party_production	migrate
GET|/g/:key/membership_requests|application|index	GET	/g/:key/membership_requests	application	index	production	first_party_production	migrate
